Repo_ID,Name,Stars,License,URL,Created_At,Updated_At,Last_Grabbed_At
1078079172,ComposioHQ/awesome-claude-skills,36708,None,https://github.com/ComposioHQ/awesome-claude-skills,2025-10-17 15:15:01,2026-02-23 09:06:54,2026-02-23 09:10:22
1103643573,openai/skills,9357,None,https://github.com/openai/skills,2025-11-25 14:25:42,2026-02-23 09:03:02,2026-02-23 09:10:22
1100776768,anthropics/claude-plugins-official,8108,None,https://github.com/anthropics/claude-plugins-official,2025-11-21 02:36:20,2026-02-23 09:09:17,2026-02-23 09:10:22
1140843380,mvanhorn/last30days-skill,2906,None,https://github.com/mvanhorn/last30days-skill,2026-01-24 04:37:37,2026-02-23 08:49:24,2026-02-23 09:10:22
1134447175,trailofbits/skills,2864,cc-by-sa-4.0,https://github.com/trailofbits/skills,2026-01-15 02:23:21,2026-02-23 07:47:16,2026-02-23 09:10:22
1081645030,mrgoonie/claudekit-skills,1768,None,https://github.com/mrgoonie/claudekit-skills,2025-10-23 12:43:54,2026-02-23 08:15:35,2026-02-23 09:10:22
1130841791,op7418/NanoBanana-PPT-Skills,1378,None,https://github.com/op7418/NanoBanana-PPT-Skills,2026-01-09 13:02:44,2026-02-23 08:58:51,2026-02-23 09:10:22
1128063451,huangserva/skill-prompt-generator,1043,None,https://github.com/huangserva/skill-prompt-generator,2026-01-05 12:49:44,2026-02-23 02:35:30,2026-02-23 09:10:22
1144727401,cisco-ai-defense/skill-scanner,924,other,https://github.com/cisco-ai-defense/skill-scanner,2026-01-29 09:31:32,2026-02-23 01:23:41,2026-02-23 09:10:22
1080976138,Prat011/awesome-llm-skills,920,None,https://github.com/Prat011/awesome-llm-skills,2025-10-22 14:15:37,2026-02-23 08:42:26,2026-02-23 09:10:22
1140048470,KKKKhazix/Khazix-Skills,883,None,https://github.com/KKKKhazix/Khazix-Skills,2026-01-23 02:59:12,2026-02-23 07:22:40,2026-02-23 09:10:22
1136860943,comeonzhj/Auto-Redbook-Skills,647,None,https://github.com/comeonzhj/Auto-Redbook-Skills,2026-01-18 21:51:27,2026-02-23 05:31:12,2026-02-23 09:10:22
1143744237,https-deeplearning-ai/sc-agent-skills-files,618,None,https://github.com/https-deeplearning-ai/sc-agent-skills-files,2026-01-28 07:56:39,2026-02-23 08:47:46,2026-02-23 09:10:22
1115243825,eliasjudin/oai-skills,511,None,https://github.com/eliasjudin/oai-skills,2025-12-12 22:56:07,2026-02-23 04:05:45,2026-02-23 09:10:22
1141838987,PenglongHuang/chinese-novelist-skill,438,None,https://github.com/PenglongHuang/chinese-novelist-skill,2026-01-25 22:20:33,2026-02-22 23:07:01,2026-02-23 09:10:22
1135937291,am-will/codex-skills,414,None,https://github.com/am-will/codex-skills,2026-01-17 04:04:46,2026-02-23 02:25:02,2026-02-23 09:10:22
1141291453,coleam00/second-brain-skills,375,None,https://github.com/coleam00/second-brain-skills,2026-01-24 23:50:45,2026-02-23 01:11:39,2026-02-23 09:10:22
1137553326,cclank/news-aggregator-skill,363,None,https://github.com/cclank/news-aggregator-skill,2026-01-19 22:18:32,2026-02-22 22:36:05,2026-02-23 09:10:22
1132750706,ComposioHQ/awesome-codex-skills,340,None,https://github.com/ComposioHQ/awesome-codex-skills,2026-01-12 19:58:21,2026-02-23 08:40:46,2026-02-23 09:10:22
1138443863,rookie-ricardo/erduo-skills,338,None,https://github.com/rookie-ricardo/erduo-skills,2026-01-21 01:20:29,2026-02-22 16:24:43,2026-02-23 09:10:22
1102089336,disler/agent-sandbox-skill,321,None,https://github.com/disler/agent-sandbox-skill,2025-11-23 03:53:02,2026-02-23 03:53:07,2026-02-23 09:10:22
1147214344,ConardLi/rag-skill,283,None,https://github.com/ConardLi/rag-skill,2026-02-01 19:49:36,2026-02-22 20:02:38,2026-02-23 09:10:22
1078850969,FrancyJGLisboa/agent-skill-creator,278,None,https://github.com/FrancyJGLisboa/agent-skill-creator,2025-10-18 23:01:46,2026-02-23 08:48:52,2026-02-23 09:10:22
1140982080,luoluoluo22/jianying-editor-skill,262,None,https://github.com/luoluoluo22/jianying-editor-skill,2026-01-24 11:10:54,2026-02-23 05:27:33,2026-02-23 09:10:22
1077816712,coffeefuelbump/csv-data-summarizer-claude-skill,251,None,https://github.com/coffeefuelbump/csv-data-summarizer-claude-skill,2025-10-17 03:28:59,2026-02-22 16:44:12,2026-02-23 09:10:22
1096667452,NTCoding/claude-skillz,241,None,https://github.com/NTCoding/claude-skillz,2025-11-15 03:08:15,2026-02-22 10:30:14,2026-02-23 09:10:22
1129831537,WILLOSCAR/research-units-pipeline-skills,219,None,https://github.com/WILLOSCAR/research-units-pipeline-skills,2026-01-08 00:39:03,2026-02-22 15:20:59,2026-02-23 09:10:22
1079652355,LeastBit/Claude_skills_zh-CN,215,None,https://github.com/LeastBit/Claude_skills_zh-CN,2025-10-20 15:07:58,2026-02-22 23:48:30,2026-02-23 09:10:22
1155226977,sharbelxyz/x-bookmarks,212,None,https://github.com/sharbelxyz/x-bookmarks,2026-02-11 17:16:40,2026-02-23 04:25:47,2026-02-23 09:10:22
1091613591,alirezarezvani/claude-code-aso-skill,207,other,https://github.com/alirezarezvani/claude-code-aso-skill,2025-11-07 17:08:00,2026-02-22 17:00:15,2026-02-23 09:10:22
1157855507,ythx-101/x-tweet-fetcher,190,None,https://github.com/ythx-101/x-tweet-fetcher,2026-02-14 20:06:54,2026-02-23 08:42:37,2026-02-23 09:10:22
1151553297,trailofbits/skills-curated,181,cc-by-sa-4.0,https://github.com/trailofbits/skills-curated,2026-02-06 23:59:15,2026-02-23 04:23:49,2026-02-23 09:10:22
1134163445,rominirani/antigravity-skills,165,None,https://github.com/rominirani/antigravity-skills,2026-01-14 18:40:18,2026-02-23 05:04:52,2026-02-23 09:10:22
1127158432,fr33d3m0n/threat-modeling,163,bsd-3-clause,https://github.com/fr33d3m0n/threat-modeling,2026-01-03 17:56:18,2026-02-22 16:17:18,2026-02-23 09:10:22
1078557135,JayZeeDesign/awesome-claude-skills,162,None,https://github.com/JayZeeDesign/awesome-claude-skills,2025-10-18 07:59:04,2026-02-22 17:44:14,2026-02-23 09:10:22
1134398519,geekjourneyx/ai-daily-skill,154,None,https://github.com/geekjourneyx/ai-daily-skill,2026-01-15 01:01:53,2026-02-22 19:35:06,2026-02-23 09:10:22
1147061312,sundial-org/awesome-openclaw-skills,137,None,https://github.com/sundial-org/awesome-openclaw-skills,2026-02-01 13:53:14,2026-02-23 05:25:33,2026-02-23 09:10:22
1134604756,ed3dai/ed3d-plugins,122,None,https://github.com/ed3dai/ed3d-plugins,2026-01-15 08:15:53,2026-02-22 10:23:49,2026-02-23 09:10:22
1145872589,chainstacklabs/polyclaw,117,None,https://github.com/chainstacklabs/polyclaw,2026-01-30 18:19:05,2026-02-23 06:20:12,2026-02-23 09:10:22
1077818586,jthack/ffuf_claude_skill,116,None,https://github.com/jthack/ffuf_claude_skill,2025-10-17 03:33:05,2026-02-22 11:23:02,2026-02-23 09:10:22
1118981983,lawvable/awesome-legal-skills,114,other,https://github.com/lawvable/awesome-legal-skills,2025-12-18 23:08:09,2026-02-22 22:01:14,2026-02-23 09:10:22
1140217349,NanmiCoder/skills-agent-proto,106,other,https://github.com/NanmiCoder/skills-agent-proto,2026-01-23 09:25:23,2026-02-23 08:16:35,2026-02-23 09:10:22
1150741257,yhslgg-arch/url-reader,102,None,https://github.com/yhslgg-arch/url-reader,2026-02-06 00:28:19,2026-02-23 08:58:12,2026-02-23 09:10:22
