Repo_ID,Name,Stars,License,URL,Created_At,Updated_At,Last_Grabbed_At
1117639997,agentskills/agentskills,12035,apache-2.0,https://github.com/agentskills/agentskills,2025-12-16 23:47:19,2026-03-06 09:00:00,2026-03-06 09:13:17
1102903896,huggingface/skills,8270,apache-2.0,https://github.com/huggingface/skills,2025-11-24 15:31:48,2026-03-06 08:23:07,2026-03-06 09:13:17
1128123594,volcengine/OpenViking,4733,apache-2.0,https://github.com/volcengine/OpenViking,2026-01-05 15:11:17,2026-03-06 09:10:45,2026-03-06 09:13:17
1085086903,EverMind-AI/EverMemOS,2387,apache-2.0,https://github.com/EverMind-AI/EverMemOS,2025-10-28 23:09:32,2026-03-06 07:18:01,2026-03-06 09:13:17
1156317000,dp-archive/archive,1108,apache-2.0,https://github.com/dp-archive/archive,2026-02-12 22:11:39,2026-03-06 03:52:05,2026-03-06 09:13:17
1146153471,openakita/openakita,975,apache-2.0,https://github.com/openakita/openakita,2026-01-31 01:36:05,2026-03-06 06:23:35,2026-03-06 09:13:17
1152159038,FireRedTeam/FireRed-OpenStoryline,683,apache-2.0,https://github.com/FireRedTeam/FireRed-OpenStoryline,2026-02-07 21:03:57,2026-03-05 23:52:27,2026-03-06 09:13:17
1136152017,ReScienceLab/opc-skills,531,apache-2.0,https://github.com/ReScienceLab/opc-skills,2026-01-17 14:43:21,2026-03-06 05:51:02,2026-03-06 09:13:17
1138991978,huggingface/upskill,403,apache-2.0,https://github.com/huggingface/upskill,2026-01-21 19:32:04,2026-03-05 18:22:46,2026-03-06 09:13:17
1083790746,instavm/open-skills,378,apache-2.0,https://github.com/instavm/open-skills,2025-10-27 02:09:49,2026-03-05 23:35:40,2026-03-06 09:13:17
1128612043,getsentry/skills,360,apache-2.0,https://github.com/getsentry/skills,2026-01-06 06:41:55,2026-03-06 08:20:36,2026-03-06 09:13:17
1146040039,ViktorAxelsen/MemSkill,277,apache-2.0,https://github.com/ViktorAxelsen/MemSkill,2026-01-30 22:46:19,2026-03-06 00:36:57,2026-03-06 09:13:17
1146462485,RKiding/Awesome-finance-skills,267,apache-2.0,https://github.com/RKiding/Awesome-finance-skills,2026-01-31 14:04:45,2026-03-06 00:50:39,2026-03-06 09:13:17
1133647197,astronomer/agents,263,apache-2.0,https://github.com/astronomer/agents,2026-01-14 00:23:31,2026-03-06 02:56:20,2026-03-06 09:13:17
1130059064,dbt-labs/dbt-agent-skills,238,apache-2.0,https://github.com/dbt-labs/dbt-agent-skills,2026-01-08 09:11:45,2026-03-06 02:00:10,2026-03-06 09:13:17
1137915887,kangarooking/x-skills,180,apache-2.0,https://github.com/kangarooking/x-skills,2026-01-20 10:27:47,2026-03-05 15:36:50,2026-03-06 09:13:17
1125486836,shareAI-lab/shareAI-skills,166,apache-2.0,https://github.com/shareAI-lab/shareAI-skills,2025-12-31 04:18:00,2026-03-06 04:38:40,2026-03-06 09:13:17
1145872589,chainstacklabs/polyclaw,166,apache-2.0,https://github.com/chainstacklabs/polyclaw,2026-01-30 18:19:05,2026-03-05 21:30:30,2026-03-06 09:13:17
1133487403,jd-opensource/JoySafeter,157,apache-2.0,https://github.com/jd-opensource/JoySafeter,2026-01-13 20:16:43,2026-03-05 20:29:48,2026-03-06 09:13:17
1161077105,cafe3310/public-agent-skills,132,apache-2.0,https://github.com/cafe3310/public-agent-skills,2026-02-19 01:53:34,2026-03-05 18:10:24,2026-03-06 09:13:17
1121296225,sanjay3290/ai-skills,129,apache-2.0,https://github.com/sanjay3290/ai-skills,2025-12-23 02:51:46,2026-03-05 16:54:30,2026-03-06 09:13:17
1167626999,arpitg1304/robotics-agent-skills,120,apache-2.0,https://github.com/arpitg1304/robotics-agent-skills,2026-02-26 22:02:32,2026-03-06 06:13:00,2026-03-06 09:13:17
1106996539,nextlevelbuilder/ui-ux-pro-max-skill,37517,mit,https://github.com/nextlevelbuilder/ui-ux-pro-max-skill,2025-11-30 19:36:31,2026-03-06 09:13:09,2026-03-06 09:13:17
1134426800,sickn33/antigravity-awesome-skills,20506,mit,https://github.com/sickn33/antigravity-awesome-skills,2026-01-15 01:48:09,2026-03-06 09:08:16,2026-03-06 09:13:17
1127110039,OthmanAdi/planning-with-files,15357,mit,https://github.com/OthmanAdi/planning-with-files,2026-01-03 15:37:28,2026-03-06 09:03:32,2026-03-06 09:13:17
1120349776,muratcankoylan/Agent-Skills-for-Context-Engineering,13437,mit,https://github.com/muratcankoylan/Agent-Skills-for-Context-Engineering,2025-12-21 10:43:42,2026-03-06 09:08:36,2026-03-06 09:13:17
1079456184,K-Dense-AI/claude-scientific-skills,13255,mit,https://github.com/K-Dense-AI/claude-scientific-skills,2025-10-20 04:54:15,2026-03-06 09:09:00,2026-03-06 09:13:17
1078319457,yusufkaraaslan/Skill_Seekers,10251,mit,https://github.com/yusufkaraaslan/Skill_Seekers,2025-10-17 22:43:48,2026-03-06 07:49:26,2026-03-06 09:13:17
1080070047,Jeffallan/claude-skills,5036,mit,https://github.com/Jeffallan/claude-skills,2025-10-21 04:27:22,2026-03-06 09:10:57,2026-03-06 09:13:17
1079107863,PleasePrompto/notebooklm-skill,4127,mit,https://github.com/PleasePrompto/notebooklm-skill,2025-10-19 13:36:13,2026-03-06 08:07:57,2026-03-06 09:13:17
1140843380,mvanhorn/last30days-skill,3623,mit,https://github.com/mvanhorn/last30days-skill,2026-01-24 04:37:37,2026-03-06 09:03:35,2026-03-06 09:13:17
1129786550,teng-lin/notebooklm-py,3034,mit,https://github.com/teng-lin/notebooklm-py,2026-01-07 23:27:19,2026-03-06 09:10:51,2026-03-06 09:13:17
1149477047,sanyuan0704/sanyuan-skills,2553,mit,https://github.com/sanyuan0704/sanyuan-skills,2026-02-04 14:44:11,2026-03-05 23:13:14,2026-03-06 09:13:17
1079084637,alirezarezvani/claude-skills,2493,mit,https://github.com/alirezarezvani/claude-skills,2025-10-19 12:04:05,2026-03-06 09:04:39,2026-03-06 09:13:17
1128712337,openclaw/skills,2041,mit,https://github.com/openclaw/skills,2026-01-06 11:39:15,2026-03-06 09:08:05,2026-03-06 09:13:17
1152014594,AgriciDaniel/claude-seo,1644,mit,https://github.com/AgriciDaniel/claude-seo,2026-02-07 16:17:38,2026-03-06 08:30:54,2026-03-06 09:13:17
1153564598,white0dew/XiaohongshuSkills,1496,mit,https://github.com/white0dew/XiaohongshuSkills,2026-02-09 20:55:08,2026-03-06 09:12:55,2026-03-06 09:13:17
1170266927,phuryn/pm-skills,1439,mit,https://github.com/phuryn/pm-skills,2026-03-02 07:33:44,2026-03-06 09:12:38,2026-03-06 09:13:17
1078171437,gadievron/raptor,1412,mit,https://github.com/gadievron/raptor,2025-10-17 18:10:40,2026-03-06 08:42:07,2026-03-06 09:13:17
1126064944,CloudAI-X/claude-workflow-v2,1287,mit,https://github.com/CloudAI-X/claude-workflow-v2,2026-01-01 10:20:41,2026-03-05 11:31:14,2026-03-06 09:13:17
1170326509,LeoYeAI/openclaw-master-skills,1134,mit,https://github.com/LeoYeAI/openclaw-master-skills,2026-03-02 10:02:25,2026-03-06 09:04:46,2026-03-06 09:13:17
1084058975,K-Dense-AI/claude-scientific-writer,966,mit,https://github.com/K-Dense-AI/claude-scientific-writer,2025-10-27 14:52:45,2026-03-06 08:12:57,2026-03-06 09:13:17
1118483478,skillcreatorai/Ai-Agent-Skills,884,mit,https://github.com/skillcreatorai/Ai-Agent-Skills,2025-12-18 04:31:30,2026-03-06 07:04:56,2026-03-06 09:13:17
1137485434,softaworks/agent-toolkit,813,mit,https://github.com/softaworks/agent-toolkit,2026-01-19 20:35:40,2026-03-06 09:01:05,2026-03-06 09:13:17
1155383451,AgriciDaniel/claude-ads,694,mit,https://github.com/AgriciDaniel/claude-ads,2026-02-11 21:01:49,2026-03-06 08:16:57,2026-03-06 09:13:17
